<0,stu2-8,stu2-8application2-8,checkStatus> 0.0023680892344342683
<2087,stu3-14,gradebook3-5,readMyScores> 2.1533417513390426E-5
<2088,stu3-14,gradebook3-4,readMyScores> 3.33564940777072E-5
<2089,stu3-14,gradebook3-3,readMyScores> 2.541597858698615E-5
<2090,stu5-0,gradebook5-1,readMyScores> 6.979111615730522E-5
<2091,registrar2-1,transcript5-3,read> 3.073484641072232E-4
<2092,admissions4-0,stu4-6application4-6,setStatus> 6.608828054782012E-5
<2093,admissions0-1,stu4-12application4-12,setStatus> 2.1413784228851355E-4
<2094,stu5-0,gradebook5-6,readMyScores> 6.293609451543814E-5
<2095,registrar2-1,transcript4-0,read> 2.201971273810184E-4
<2096,registrar2-1,roster0-8,read> 2.2059143667817245E-4
<2097,registrar2-0,transcript4-16,read> 3.8229675889612646E-4
<2098,stu5-0,gradebook5-7,readMyScores> 6.392326946846789E-5
<2099,stu5-0,gradebook5-8,readMyScores> 3.0859355531283135E-5
<2100,stu3-14,gradebook3-9,readMyScores> 3.0458577388849083E-5
<2101,stu1-15,gradebook1-9,addScore> 1.1898564253630613E-4
<2102,admissions2-1,stu2-6application2-6,setStatus> 1.5080015693053045E-4
<2103,stu0-17,stu0-17application0-17,checkStatus> 0.0022417777756391713
<2104,registrar0-0,transcript2-9,read> 2.0031957748829928E-4
<2105,admissions4-1,stu4-6application4-6,read> 5.8620173457684744E-5
<2106,stu3-15,gradebook3-5,readMyScores> 2.1163215493102912E-5
<2107,admissions2-1,stu3-12application3-12,setStatus> 7.586058840375411E-5
<2108,stu3-15,gradebook3-3,readMyScores> 2.4979027665719914E-5
<2109,stu3-15,gradebook3-1,readMyScores> 4.591317102049745E-5
<2110,registrar4-0,roster0-4,read> 2.3453520492414278E-4
<2111,stu3-15,gradebook3-9,readMyScores> 2.9934934224570874E-5
<2112,admissions0-1,stu3-16application3-16,read> 4.033034372915967E-5
<2113,admissions0-1,stu1-14application1-14,setStatus> 2.233421809106116E-4
<2114,admissions4-0,stu4-10application4-10,setStatus> 3.296226098827559E-5
<2115,admissions4-0,stu2-17application2-17,setStatus> 1.1998824457690951E-4
<2116,stu3-16,gradebook3-5,readMyScores> 2.1286616166532082E-5
<2117,stu3-16,gradebook3-7,readMyScores> 3.8691329839372686E-5
<2118,stu3-16,gradebook3-6,readMyScores> 2.0886997659814475E-5
<2119,admissions2-0,stu1-17application1-17,setStatus> 6.66767137894261E-5
<2120,admissions2-1,application2-3,read> 5.394750377950357E-5
<2121,admissions0-0,stu3-12application3-12,setStatus> 9.28232044443451E-5
<2122,admissions4-0,stu0-9application0-9,setStatus> 1.2279553437009126E-4
<2123,registrar4-1,roster3-1,write> 1.080278261064631E-4
<2124,registrar4-1,roster3-2,write> 1.0668343003357999E-4
<2125,admissions0-0,stu3-16application3-16,read> 4.046728886915682E-5
<2126,registrar4-1,roster3-3,write> 1.1071661825222936E-4
<2127,registrar2-0,roster5-3,read> 1.184523992120928E-4
<2128,registrar4-1,roster3-4,write> 1.0870002414290469E-4
<2129,stu1-13,gradebook1-2,addScore> 7.912024319053702E-5
<2130,registrar4-1,roster3-6,write> 1.1273321236155406E-4
<2131,admissions0-0,application4-3,read> 1.6644077388443997E-4
<2132,registrar4-1,roster3-7,write> 1.1340541039799563E-4
<2133,stu4-2,gradebook4-6,readMyScores> 1.0126763281090782E-4
<2134,registrar4-1,roster3-9,write> 1.1474980647087875E-4
<2135,admissions0-1,stu1-9application1-9,read> 1.7571301580504773E-4
<2136,admissions4-1,stu2-17application2-17,setStatus> 1.2094242544829647E-4
<2137,stu3-17,gradebook3-4,readMyScores> 3.412111285312742E-5
<2138,admissions2-0,stu4-13application4-13,read> 1.753321396924317E-4
<2139,admissions4-1,stu2-10application2-10,setStatus> 1.3735418760700468E-4
<2140,admissions2-1,stu0-3application0-3,setStatus> 8.448672578813123E-5
<2141,registrar2-1,roster0-7,read> 2.0698990937506012E-4
<2142,admissions4-1,stu4-10application4-10,setStatus> 3.3224386324166456E-5
<2143,admissions0-1,stu1-13application1-13,read> 1.3926383486153945E-4
<2144,stu3-10,gradebook3-7,readMyScores> 3.689694932508293E-5
<2145,admissions2-0,stu4-10application4-10,setStatus> 3.270013565238474E-5
<2146,admissions4-1,stu1-4application1-4,read> 1.93581450685572E-4
<2147,admissions2-0,stu0-8application0-8,read> 1.420016735330783E-4
<2148,stu3-10,gradebook3-6,readMyScores> 1.99183253045767E-5
<2149,admissions0-0,stu2-10application2-10,setStatus> 1.60111094429467E-4
<2150,admissions0-0,stu3-0application3-0,read> 8.69091266628096E-5
<2151,stu3-10,gradebook3-5,readMyScores> 2.0299410779098708E-5
<2152,stu3-11,gradebook3-3,readMyScores> 2.3668174901921198E-5
<2153,admissions0-1,stu2-12application2-12,read> 6.115844712545015E-5
<2154,admissions2-0,stu1-3application1-3,setStatus> 1.5412462801099152E-4
<2155,admissions2-1,stu1-17application1-17,setStatus> 6.453878308675912E-5
<2156,stu1-7,stu1-7application1-7,checkStatus> 3.711652191974972E-4
<2157,admissions0-0,application1-1,setStatus> 2.7514370047020852E-5
<2158,stu0-7,stu0-7application0-7,checkStatus> 0.0012974492503615414
<2159,admissions0-0,application1-2,setStatus> 2.8833740438885986E-5
<2160,admissions0-0,application1-3,setStatus> 2.9493425634818556E-5
<2161,stu3-11,gradebook3-6,readMyScores> 1.9676157215767256E-5
<2162,registrar4-0,roster4-3,read> 1.653691234719784E-4
<2163,admissions0-1,stu3-11application3-11,setStatus> 1.6219907434953165E-4
<2164,admissions0-1,stu2-10application2-10,setStatus> 1.5956926331464648E-4
<2165,registrar4-0,roster4-2,read> 1.64459043452871E-4
<2166,admissions2-1,stu4-10application4-10,setStatus> 3.16516343088213E-5
<2167,admissions0-0,stu1-15application1-15,read> 1.6179659010507466E-4
<2168,registrar4-0,roster4-1,read> 1.6354896343376355E-4
<2169,stu3-11,gradebook3-7,readMyScores> 3.6448354196510494E-5
<2170,registrar4-0,roster4-7,read> 1.2987600272678883E-4
<2171,registrar4-0,roster4-6,read> 1.3260624278411113E-4
<2172,registrar4-0,roster4-5,read> 1.2532560263125173E-4
<2173,registrar4-0,roster4-4,read> 1.271457626694666E-4
<2174,admissions0-0,stu2-0application2-0,read> 1.1593527528384256E-4
<2175,stu4-18,gradebook4-1,addScore> 3.3972083098763326E-4
<2176,stu3-12,gradebook3-4,readMyScores> 3.068032836373642E-5
<2177,admissions0-0,stu2-12application2-12,read> 6.136611587630056E-5
<2178,stu3-12,gradebook3-5,readMyScores> 1.980580808538202E-5
<2179,admissions4-0,stu4-6application4-6,read> 5.81576868820817E-5
<2180,admissions4-0,stu4-13application4-13,setStatus> 2.0083819062054366E-4
<2181,admissions0-0,application1-0,setStatus> 2.619499965515572E-5
<2182,admissions0-1,application1-4,setStatus> 1.8874372948290376E-5
<2183,admissions2-0,stu5-16application5-16,read> 1.277872100239423E-4
<2184,admissions0-1,application1-3,setStatus> 2.9393617087831017E-5
<2185,stu2-15,stu2-15application2-15,checkStatus> 4.2529870153825306E-4
<2186,stu3-12,gradebook3-9,readMyScores> 2.801490928888411E-5
<2187,registrar2-0,transcript4-1,read> 2.2026600316027244E-4
<2188,registrar4-1,roster4-2,read> 1.6702370689852981E-4
<2189,registrar4-1,roster4-1,read> 1.6609943459842264E-4
<2190,fac0-0,gradebook0-1,addScore> 2.2647572803816978E-4
<2191,admissions4-1,stu1-1application1-1,read> 1.9557349905793933E-4
<2192,registrar4-1,roster4-3,read> 1.6794797919863694E-4
<2193,registrar4-1,roster4-6,read> 1.3467417639477953E-4
<2194,registrar4-1,roster4-5,read> 1.2727999799392234E-4
<2195,registrar4-1,roster4-8,read> 1.2173436419327941E-4
<2196,registrar4-1,roster4-7,read> 1.3190135949445807E-4
<2197,admissions4-1,stu4-8application4-8,read> 8.252475392609282E-5
<2198,registrar4-0,roster4-8,read> 1.1986512251660716E-4
<2199,stu3-13,gradebook3-3,readMyScores> 2.5270328279897403E-5
<2200,registrar4-0,roster4-9,read> 1.1713488245928488E-4
<2201,registrar0-0,roster4-1,read> 1.3804425178717277E-4
<2202,stu3-13,gradebook3-5,readMyScores> 2.1410016839961253E-5
<2203,admissions4-0,stu3-6application3-6,setStatus> 2.1038297591736158E-4
<2204,fac1-0,gradebook1-1,assignGrade> 3.1353431506086994E-4
<2205,stu3-13,gradebook3-6,readMyScores> 2.10080817042192E-5
<2206,admissions4-0,stu2-10application2-10,setStatus> 1.3627052537736362E-4
<2207,admissions2-0,stu0-3application0-3,setStatus> 8.72854579053364E-5
<2208,registrar2-1,roster1-2,read> 2.1419071794729605E-4
<2209,admissions4-1,stu4-13application4-13,setStatus> 2.0243531340877863E-4
<2210,stu5-14,stu5-14application5-14,checkStatus> 3.892097133110825E-4
<2211,admissions0-1,application1-1,setStatus> 2.7421258811667146E-5
<2212,admissions0-1,application1-0,setStatus> 2.610635329422456E-5
<2213,admissions4-1,stu0-1application0-1,setStatus> 1.737854699851716E-5
<2214,registrar4-0,transcript0-9,read> 1.3939225717644535E-4
<2215,registrar4-0,transcript2-17,read> 4.105129344692958E-4
<2216,registrar4-0,transcript2-16,read> 4.069298418178485E-4
<2217,registrar2-1,transcript3-18,read> 3.6194930157424304E-4
<2218,registrar2-0,transcript4-14,read> 3.802060394672766E-4
<2219,admissions4-0,stu0-6application0-6,read> 5.46991058568818E-5
<2220,admissions4-1,stu3-6application3-6,setStatus> 2.1205600157077995E-4
<2221,admissions2-0,stu4-0application4-0,read> 5.818535422058681E-5
<2222,admissions4-0,application5-2,setStatus> 2.1262880775190697E-4
<2223,admissions2-1,stu5-16application5-16,setStatus> 1.405566187865826E-4
<2224,admissions0-0,stu4-9application4-9,setStatus> 1.581320388416693E-4
<2225,admissions2-1,stu1-10application1-10,read> 1.0281457206199999E-4
<2226,admissions2-1,stu5-18application5-18,read> 1.0803338517954817E-4
<2227,admissions0-1,stu1-8application1-8,setStatus> 1.6811614917802323E-4
<2228,admissions4-0,stu3-8application3-8,read> 1.5648020459847897E-4
<2229,registrar4-1,transcript2-13,read> 4.059977876107035E-4
<2230,stu5-9,gradebook5-2,readMyScores> 6.820235204239634E-5
<2231,admissions4-1,stu1-13application1-13,setStatus> 1.362223419408869E-4
<2232,registrar2-1,transcript4-14,read> 3.8189960757180797E-4
<2233,registrar2-1,transcript4-11,read> 3.587992532588381E-4
<2234,registrar0-1,transcript0-15,read> 3.278361951992493E-4
<2235,stu5-9,gradebook5-4,readMyScores> 8.869865593132203E-5
<2236,registrar2-1,transcript4-12,read> 3.78749559256403E-4
<2237,registrar4-1,transcript2-12,read> 4.0478479783071387E-4
<2238,stu5-9,gradebook5-5,readMyScores> 4.5485174691399274E-5
<2239,admissions2-1,stu5-3application5-3,read> 1.3792295121641492E-4
<2240,registrar2-0,transcript5-4,read> 3.091215788863859E-4
<2241,registrar4-1,transcript2-19,read> 4.2176665475056893E-4
<2242,registrar4-1,transcript2-16,read> 4.1327572629064146E-4
<2243,registrar4-1,transcript2-17,read> 4.1691469563061035E-4
<2244,stu1-15,gradebook1-9,readScore> 4.383681567127068E-5
<2245,admissions2-1,stu4-19application4-19,setStatus> 6.831271819242413E-5
<2246,admissions4-0,stu3-5application3-5,setStatus> 1.222340764114549E-4
<2247,stu5-1,gradebook5-2,addScore> 2.1529748596839466E-4
<2248,registrar0-1,transcript5-8,read> 3.007429858523403E-4
<2249,admissions2-0,stu5-16application5-16,setStatus> 1.4521273866357083E-4
<2250,stu5-8,gradebook5-9,readMyScores> 5.2333508131214116E-5
<2251,admissions2-0,stu5-11application5-11,read> 1.0425982214675171E-4
<2252,admissions2-0,stu5-18application5-18,read> 1.1161213085837378E-4
<2253,admissions2-1,stu0-2application0-2,setStatus> 9.008023674831327E-6
<2254,registrar2-0,roster1-4,write> 1.5160845043453065E-4
<2255,admissions0-1,stu4-9application4-9,setStatus> 1.5759690503848258E-4
<2256,admissions2-0,stu1-10application1-10,read> 1.0622043780318427E-4
<2257,stu5-8,gradebook5-3,readMyScores> 1.382446935282609E-4
<2258,admissions4-1,stu1-3application1-3,read> 1.378040962592865E-4
<2259,stu0-6,transcript0-6,read> 5.440040330264812E-4
<2260,registrar2-0,roster2-9,read> 1.4872098651425825E-4
<2261,admissions4-1,stu3-5application3-5,setStatus> 1.232061167805321E-4
<2262,admissions0-1,stu5-18application5-18,setStatus> 1.4970747193382712E-4
<2263,registrar0-1,transcript1-7,read> 3.0877060343660964E-4
<2264,stu5-7,gradebook5-8,readMyScores> 3.120544176154051E-5
<2265,admissions0-0,stu1-13application1-13,read> 1.3973671715308966E-4
<2266,stu5-7,gradebook5-5,readMyScores> 4.3553061076189395E-5
<2267,admissions4-0,stu1-16application1-16,read> 1.0954231925648026E-4
<2268,stu4-14,gradebook4-8,addScore> 1.9749590303012914E-4
<2269,stu1-13,gradebook1-2,readScore> 2.9149563280724163E-5
<2270,registrar0-0,transcript1-0,read> 2.678628529341339E-4
<2271,admissions0-0,stu0-0application0-0,setStatus> 1.5945140923353442E-4
<2272,admissions2-1,stu4-0application4-0,read> 5.6319691560207274E-5
<2273,registrar0-0,transcript1-8,read> 3.071790878951421E-4
<2274,registrar0-0,transcript1-9,read> 3.0818719648388593E-4
<2275,registrar0-0,transcript1-2,read> 3.1322773942760494E-4
<2276,stu1-14,gradebook1-2,readScore> 2.9420722008916944E-5
<2277,stu1-9,stu1-9application1-9,checkStatus> 0.00182675441102671
<2278,stu5-6,gradebook5-7,readMyScores> 6.53570624285083E-5
<2279,admissions0-0,stu0-11application0-11,read> 1.9488639953305225E-4
<2280,registrar0-0,transcript1-3,read> 3.1423584801634877E-4
<2281,stu5-6,gradebook5-8,readMyScores> 3.1551527991797896E-5
<2282,registrar2-0,transcript4-11,read> 3.572081257499297E-4
<2283,admissions0-1,stu0-11application0-11,read> 1.9422688549063923E-4
<2284,admissions2-0,application3-0,read> 1.2043490131232026E-4
<2285,registrar4-0,transcript2-11,read> 3.973749280806555E-4
<2286,stu5-6,gradebook5-2,readMyScores> 6.602953374724038E-5
<2287,admissions4-1,stu1-16application1-16,read> 1.1041343113923557E-4
<2288,registrar2-1,transcript0-0,read> 1.876466281218335E-4
<2289,stu3-18,gradebook3-8,readMyScores> 2.4646375042896747E-5
<2290,stu1-18,gradebook1-7,readMyScores> 4.6446376564462225E-5
<2291,admissions4-0,stu3-16application3-16,setStatus> 3.913829853327542E-5
<2292,admissions2-0,stu0-16application0-16,read> 1.1700382391356332E-4
<2293,admissions0-1,stu4-13application4-13,setStatus> 2.3517633056759492E-4
<2294,registrar4-0,roster3-3,read> 1.4989776314715218E-4
<2295,registrar2-1,transcript0-8,read> 1.1834556518292368E-4
<2296,admissions2-0,application5-1,read> 1.8464506406048626E-4
<2297,registrar2-1,transcript0-9,read> 1.2254562960346366E-4
<2298,registrar0-0,roster3-7,read> 1.2959452248696094E-4
<2299,stu3-18,gradebook3-3,readMyScores> 2.614423012242988E-5
<2300,stu0-9,transcript0-9,read> 5.78714506839033E-4
<2301,registrar2-1,transcript0-6,read> 1.1519551686751869E-4
<2302,registrar2-1,transcript0-7,read> 1.2044559739319367E-4
<2303,registrar2-1,transcript0-1,read> 1.8029651538588846E-4
<2304,stu5-5,gradebook5-1,readMyScores> 7.213922847661643E-5
<2305,registrar2-1,transcript0-5,read> 1.1729554907778868E-4
<2306,admissions0-1,stu2-16application2-16,read> 1.1843573146524895E-4
<2307,registrar0-0,transcript4-5,read> 2.0939255478699345E-4
<2308,registrar4-0,roster3-9,write> 1.1298781328130673E-4
<2309,admissions0-1,stu5-8application5-8,setStatus> 2.516126495356271E-4
<2310,registrar2-1,transcript0-4,read> 1.1204546855211371E-4
<2311,registrar4-1,transcript1-5,read> 3.7567304311096215E-4
<2312,registrar4-0,roster3-8,write> 1.1232593690377405E-4
<2313,admissions4-0,stu5-15application5-15,read> 3.9876615748882216E-5
<2314,registrar2-1,transcript0-2,read> 1.834465637012935E-4
<2315,admissions0-0,stu5-0application5-0,setStatus> 1.6077077962539955E-4
<2316,stu5-5,gradebook5-4,readMyScores> 8.68147906726037E-5
<2317,registrar4-0,roster3-5,write> 1.1034030777117602E-4
<2318,registrar2-1,transcript1-0,read> 2.7899802926857826E-4
<2319,app2-4,application2-4,checkStatus> 6.959661132420323E-4
<2320,registrar0-0,transcript3-19,read> 3.4548721426740656E-4
<2321,stu5-5,gradebook5-6,readMyScores> 6.505357059259306E-5
<2322,registrar4-0,roster3-4,write> 1.0703092588351269E-4
<2323,registrar4-0,roster3-6,write> 1.110021841487087E-4
<2324,admissions2-1,stu1-17application1-17,read> 5.679412911634802E-5
<2325,registrar4-0,roster3-1,write> 1.0636904950597999E-4
<2326,registrar2-1,transcript2-11,read> 3.493491083126231E-4
<2327,registrar4-0,roster0-2,read> 2.3180496486682048E-4
<2328,registrar4-0,roster3-3,write> 1.0901655501611068E-4
<2329,registrar4-0,roster3-2,write> 1.0504529675091465E-4
<2330,admissions4-1,stu3-16application3-16,setStatus> 3.9449537487814396E-5
<2331,stu3-19,gradebook3-6,readMyScores> 2.1371333837433364E-5
<2332,stu3-19,gradebook3-7,readMyScores> 3.958852009651756E-5
<2333,admissions4-0,stu1-3application1-3,read> 1.3671688445447951E-4
<2334,registrar2-0,roster5-9,read> 1.2960398400762741E-4
<2335,admissions2-1,stu4-16application4-16,setStatus> 1.621219622475254E-4
<2336,registrar2-0,transcript0-6,read> 1.1468467200336116E-4
<2337,stu2-6,gradebook2-3,readMyScores> 1.5523803813683728E-4
<2338,registrar2-0,roster0-8,read> 2.1961320414301425E-4
<2339,registrar2-0,transcript0-7,read> 1.1991147057548549E-4
<2340,registrar2-0,transcript0-0,read> 1.868144922986768E-4
<2341,registrar4-1,roster1-6,read> 2.446625801075305E-4
<2342,admissions2-0,stu2-9application2-9,setStatus> 1.986840747480949E-4
<2343,registrar2-0,transcript0-2,read> 1.8263305344097734E-4
<2344,registrar2-0,transcript0-1,read> 1.794969742977027E-4
<2345,registrar2-0,transcript0-4,read> 1.1154859286008658E-4
<2346,registrar2-0,transcript0-3,read> 1.1259395257451144E-4
<2347,stu5-4,gradebook5-8,readMyScores> 3.2243700452312664E-5
<2348,stu5-4,gradebook5-5,readMyScores> 4.500214628759681E-5
<2349,registrar0-0,transcript0-19,read> 3.2028449954881155E-4
<2350,admissions0-0,application1-3,read> 2.5954214558640327E-5
<2351,admissions0-0,application1-1,read> 2.4212645641378348E-5
<2352,admissions4-1,stu4-9application4-9,read> 1.193776488148886E-4
<2353,admissions0-0,application1-2,read> 2.5373691586219667E-5
<2354,admissions0-0,application1-0,read> 2.305159969653703E-5
<2355,stu4-7,transcript4-7,read> 9.952401925896544E-4
<2356,stu1-10,gradebook1-3,readScore> 1.0180762533599603E-4
<2357,admissions4-0,stu5-4application5-4,setStatus> 7.001848625827455E-5
<2358,admissions0-1,stu2-11application2-11,read> 7.909375838336695E-5
<2359,stu5-3,gradebook5-1,readMyScores> 6.718210246918165E-5
<2360,stu4-8,gradebook4-5,addScore> 3.338807403785944E-4
<2361,admissions4-1,stu3-12application3-12,read> 7.007445159879695E-5
<2362,stu5-3,gradebook5-9,readMyScores> 4.736688345795302E-5
<2363,stu5-3,gradebook5-5,readMyScores> 4.1459937993045355E-5
<2364,admissions2-1,stu5-11application5-11,read> 1.0091682183743703E-4
<2365,admissions0-1,application1-4,read> 1.660944819449553E-5
<2366,admissions0-1,application1-0,read> 2.2973590898917614E-5
<2367,stu2-15,gradebook2-3,readMyScores> 9.698504179007999E-5
<2368,admissions0-1,application1-1,read> 2.4130707754267086E-5
<2369,admissions0-1,application1-2,read> 2.528782460961656E-5
<2370,admissions4-1,stu0-6application0-6,read> 5.51340888060419E-5
<2371,stu3-1,gradebook3-4,readMyScores> 5.381004632019814E-5
<2372,admissions0-1,application1-3,read> 2.5866383037291293E-5
<2373,admissions2-1,stu5-0application5-0,read> 1.1562438607780005E-4
<2374,admissions0-0,stu2-11application2-11,read> 7.936232802134102E-5
<2375,admissions2-1,stu0-16application0-16,read> 1.1325219829709635E-4
<2376,stu5-2,gradebook5-2,readMyScores> 6.313244268703238E-5
<2377,registrar2-0,transcript5-19,read> 1.9556937990698504E-5
<2378,stu2-5,gradebook2-4,readMyScores> 1.5186793035917683E-4
<2379,admissions4-1,stu5-15application5-15,read> 4.019372601328685E-5
<2380,admissions0-0,stu0-12application0-12,read> 5.8463501014197265E-5
<2381,admissions4-0,stu3-12application3-12,read> 6.952159596488138E-5
<2382,stu5-2,gradebook5-9,readMyScores> 4.810267970584356E-5
<2383,admissions2-0,stu1-17application1-17,read> 5.8675508134694955E-5
<2384,stu5-2,gradebook5-5,readMyScores> 4.210397586478199E-5
<2385,registrar0-1,transcript2-4,read> 1.9538050505880526E-4
<2386,admissions4-0,stu3-19application3-19,read> 1.4956304254807915E-4
<2387,admissions4-0,stu1-18application1-18,read> 1.1053048526368023E-4
<2388,admissions2-1,stu4-18application4-18,setStatus> 1.062542443440204E-5
<2389,admissions2-1,stu3-3application3-3,read> 1.7635239326381502E-4
<2390,registrar4-0,transcript4-16,read> 4.367889472465765E-4
<2391,admissions4-0,stu3-9application3-9,read> 8.088550504768105E-5
<2392,registrar4-1,transcript1-2,read> 3.7688603289095184E-4
<2393,admissions0-0,stu5-10application5-10,setStatus> 2.366345771576449E-4
<2394,admissions2-0,application2-4,read> 5.67148924782624E-5
<2395,admissions2-1,stu4-5application4-5,read> 7.339944358127399E-5
<2396,chair1,transcript1-14,read> 2.2204899394721934E-4
<2397,admissions2-0,stu2-0application2-0,setStatus> 1.1123616052652948E-4
<2398,admissions2-0,application2-1,read> 5.083304550896475E-5
<2399,registrar0-0,transcript4-2,read> 2.1342498914196867E-4
<2400,registrar4-1,transcript1-7,read> 3.7324706355098294E-4
<2401,registrar0-1,transcript5-15,read> 2.4793631393081856E-5
<2402,admissions2-0,application2-0,read> 5.034289159485661E-5
<2403,admissions4-1,stu5-4application5-4,read> 6.21062581093276E-5
<2404,admissions2-0,application2-3,read> 5.573458465004613E-5
<2405,registrar2-1,transcript5-1,read> 3.031483996866832E-4
<2406,admissions4-1,stu5-4application5-4,setStatus> 7.05752933060541E-5
<2407,registrar4-1,transcript1-9,read> 3.7082108399100357E-4
<2408,admissions2-0,application2-2,read> 5.132319942307289E-5
<2409,admissions2-1,application2-0,read> 4.87286906619554E-5
<2410,admissions4-0,stu0-11application0-11,setStatus> 1.8848611553054392E-4
<2411,registrar4-0,transcript1-0,read> 3.173525255316644E-4
<2412,stu2-11,gradebook2-4,readMyScores> 1.0725481600819129E-4
<2413,admissions4-1,stu5-5application5-5,setStatus> 9.943735779205814E-5
<2414,registrar4-0,transcript1-9,read> 3.651270942176292E-4
<2415,admissions2-1,application2-4,read> 5.489637889178505E-5
<2416,registrar4-0,transcript1-7,read> 3.675158226519275E-4
<2417,registrar4-1,transcript0-16,read> 3.890159306908483E-4
<2418,registrar0-1,roster3-7,write> 9.38152243407603E-5
<2419,admissions2-1,application2-2,read> 4.967756577423689E-5
<2420,admissions2-1,application2-1,read> 4.9203128218096144E-5
<2421,admissions2-1,stu3-10application3-10,read> 4.825425310581466E-5
<2422,stu0-2,gradebook0-7,readMyScores> 2.393969723701171E-5
<2423,admissions2-1,stu5-17application5-17,read> 1.1941988652692598E-4
<2424,admissions4-0,stu3-17application3-17,read> 1.401754654796794E-4
<2425,admissions0-1,stu3-14application3-14,setStatus> 1.5299473572743359E-4
<2426,admissions0-1,stu0-19application0-19,setStatus> 1.299838891721884E-4
<2427,admissions4-1,stu3-9application3-9,read> 8.152872973990915E-5
<2428,admissions4-0,stu5-5application5-5,setStatus> 9.865284214872829E-5
<2429,admissions4-1,stu1-1application1-1,setStatus> 2.222426125658402E-4
<2430,stu3-8,gradebook3-4,readMyScores> 5.075157121851726E-5
<2431,stu3-8,gradebook3-1,readMyScores> 7.107840761482259E-5
<2432,registrar4-1,transcript2-9,read> 2.4103117753211068E-4
<2433,admissions4-0,stu2-13application2-13,read> 1.0015474218808053E-4
<2434,admissions4-1,stu3-17application3-17,read> 1.4129018091092936E-4
<2435,admissions0-0,stu2-8application2-8,setStatus> 2.5972355901528475E-4
<2436,admissions2-0,stu5-17application5-17,read> 1.233758247969691E-4
<2437,fac0-4,gradebook0-8,changeScore> 2.8373251867769956E-4
<2438,admissions0-0,stu0-19application0-19,setStatus> 1.3042526061250143E-4
<2439,admissions4-1,stu0-13application0-13,setStatus> 1.8658947408312925E-4
<2440,admissions2-0,stu3-3application3-3,read> 1.8219429448994556E-4
<2441,registrar2-1,transcript2-16,read> 3.5774923715370307E-4
<2442,stu3-9,gradebook3-2,readMyScores> 1.6585486188790968E-4
<2443,admissions2-0,stu4-18application4-18,setStatus> 1.0977405368046827E-5
<2444,registrar4-1,transcript0-1,read> 2.0828045347239E-4
<2445,stu4-3,transcript4-3,read> 0.0010200333881700485
<2446,stu3-9,gradebook3-3,readMyScores> 3.823320561079578E-5
<2447,admissions2-1,stu4-12application4-12,read> 1.545282656813409E-4
<2448,stu3-9,gradebook3-5,readMyScores> 3.239267677515751E-5
<2449,admissions4-1,stu2-13application2-13,read> 1.0095120137049072E-4
<2450,admissions4-0,stu5-4application5-4,read> 6.16162679072816E-5
<2451,registrar0-0,transcript4-12,read> 3.636331688647949E-4
<2452,admissions4-1,application4-0,read> 1.3431801160764364E-4
<2453,admissions4-0,stu1-3application1-3,setStatus> 1.5536009597099946E-4
<2454,registrar0-1,transcript0-1,read> 1.7230110450403087E-4
<2455,stu3-6,gradebook3-6,readMyScores> 3.130022547862053E-5
<2456,registrar2-0,roster5-5,write> 8.904371495828427E-5
<2457,registrar0-0,transcript2-6,read> 1.902384916008613E-4
<2458,registrar4-1,transcript5-12,read> 3.603590471385928E-5
<2459,registrar4-1,transcript5-13,read> 3.239693537389032E-5
<2460,registrar0-0,transcript2-8,read> 1.9225470877834888E-4
<2461,registrar4-1,transcript5-10,read> 3.846188427383859E-5
<2462,registrar0-0,transcript2-7,read> 1.9326281736709266E-4
<2463,registrar4-1,transcript5-11,read> 3.3609925153879974E-5
<2464,registrar0-1,transcript0-14,read> 3.2883964739728296E-4
<2465,registrar0-0,transcript2-2,read> 1.942709259558365E-4
<2466,registrar0-0,transcript5-0,read> 2.940736762414727E-4
<2467,registrar4-1,transcript5-16,read> 2.7544976253931705E-5
<2468,stu2-10,gradebook2-4,readMyScores> 1.0847709311369775E-4
<2469,registrar4-1,transcript5-17,read> 2.6331986473942056E-5
<2470,registrar0-0,transcript2-4,read> 1.962871431333241E-4
<2471,admissions0-1,application5-2,read> 2.1910489788065293E-4
<2472,registrar4-1,transcript5-14,read> 3.118394559390067E-5
<2473,admissions0-1,stu5-16application5-16,setStatus> 1.714034129716297E-4
<2474,registrar0-0,transcript2-3,read> 1.972952517220679E-4
<2475,admissions0-1,stu4-3application4-3,read> 2.2604759901274975E-4
<2476,registrar4-1,transcript5-15,read> 2.9970955813911017E-5
<2477,registrar4-0,transcript5-19,read> 2.2344563895831472E-5
<2478,registrar4-0,transcript5-18,read> 2.4733292330129716E-5
<2479,registrar0-0,transcript2-0,read> 2.356033780943323E-4
<2480,registrar0-1,transcript5-10,read> 3.181779677931752E-5
<2481,registrar4-0,transcript5-17,read> 2.5927656547278835E-5
<2482,admissions0-1,stu4-16application4-16,setStatus> 1.9770152332048132E-4
<2483,admissions2-1,stu3-15application3-15,setStatus> 1.5187842410357757E-4
<2484,stu2-11,gradebook2-5,readMyScores> 2.8953528431024554E-4
<2485,registrar4-0,transcript0-19,read> 3.794594648234187E-4
<2486,admissions4-1,application4-4,read> 1.42286205097113E-4
<2487,admissions4-1,application4-1,read> 1.407921688178375E-4
<2488,stu2-19,gradebook2-5,readScore> 1.0418660739894567E-4
<2489,admissions0-0,stu5-13application5-13,read> 2.169462724850374E-4
